Row,Registration,Zipcode,Age,Partner_company,Friend_promo,Contract_period,Lifetime,Class_registration_weekly,Avg_additional_charges_total,Cancellation_freq,Exited,
11590,2195002,29941,34,1,0,6,5,1.75,285.04,0.17,0,
11591,2195143,57328,21,0,1,6,5,1.09,176.88,0,0,
11592,2195231,29941,54,0,0,1,5,1.72,194.51,0.72,1,
11593,2195285,29941,25,0,0,1,1,1.1,113.16,0.26,1,
11594,2195358,57328,30,1,0,6,4,1.63,123.69,0.05,0,
11595,2195366,29941,40,0,1,1,6,2.31,165.6,0.03,0,
11596,2195468,57328,51,1,0,1,2,1.33,66.24,0.2,1,
11597,2195643,57328,40,0,1,12,3,1.27,117.3,0.14,0,
11598,2195676,57328,32,0,1,12,5,2.7,146.37,0.01,0,
11599,2195747,57328,27,0,1,6,7,2.75,90.18,0.18,0,
11600,2195841,57328,27,0,1,12,5,2.07,174.44,0.12,0,
11601,2195989,57328,32,0,1,6,9,1.13,214.3333333,0,0,
11602,2196288,57328,35,1,0,1,5,1.79,141.96,0.04,0,
11603,2196319,29941,24,0,1,1,7,2.27,164.12,0.21,0,
11604,2196349,29941,22,0,1,1,3,3.15,191.25,0.39,0,
11605,2196557,57328,35,0,0,6,4,1.79,179.3333333,0.2,0,
11606,2196631,57328,50,0,1,6,8,0.63,121.05,0,0,
11607,2196765,29941,39,0,1,6,6,0.84,168.01,0.05,0,
11608,2196998,57328,28,1,0,1,3,1.65,124.65,0.03,0,
11609,2197020,29941,37,0,1,12,9,0.94,152.68,0,0,
11610,2197177,29941,28,0,1,12,3,1.16,104.37,0.11,0,
11611,2197181,57328,31,0,1,12,5,0,186,0,0,
11612,2197190,57328,39,1,0,12,5,1.67,134.09,0.29,0,
11613,2197219,57328,36,0,1,6,2,1.84,128.7,0.05,0,
11614,2197290,57328,40,0,1,12,2,1.57,95.92,0.11,0,
11615,2197294,57328,33,0,1,1,2,0.15,144,0,0,
11616,2197450,29941,37,0,0,1,1,1.87,53.04,0.24,1,
11617,2197665,29941,37,0,1,12,5,2.9,219,0.17,0,
11618,2197764,29941,45,0,1,1,7,0.94,139.65,0,0,
11619,2198022,57328,35,0,1,12,4,1.32,153.92,0.11,0,
11620,2198166,29941,26,0,1,12,6,0.36,259.3333333,0,0,
11621,2198223,29941,36,0,1,12,2,3.5,192.3333333,0.29,0,
11622,2198257,57328,36,0,1,12,8,1.09,305,0.06,0,
11623,2198423,57328,36,1,0,1,15,2.07,238.68,0.3,0,
11624,2198726,29941,53,0,1,6,4,2.66,138.3333333,0.16,0,
11625,2198848,29941,36,0,1,1,4,2.23,67.2,0.32,0,
11626,2198978,57328,41,0,1,6,1,2.84,290.7,0.12,0,
11627,2199009,57328,33,1,1,12,5,0.4,224.64,0,0,
11628,2199095,57328,46,1,0,1,9,0.8,259.6666667,0,0,
11629,2199173,29941,34,1,0,12,3,1.43,57.63,0.08,0,
11630,2199176,57328,40,1,0,1,7,2.81,227,0.02,0,
11631,2199379,29941,47,1,0,6,2,2.99,239,0.05,0,
11632,2199517,57328,41,1,1,12,5,1.64,185.6666667,0.02,0,
11633,2199593,57328,30,1,0,12,4,1.99,208.44,0.13,0,
11634,2199762,29941,33,0,1,1,3,2.23,259.6,0.27,0,
11635,2200277,57328,36,0,1,12,5,1.16,140.45,0.01,0,
11636,2200391,29941,32,1,0,12,8,0.5,187.2,0.01,0,
11637,2200424,29941,29,1,1,12,7,2.27,161.6666667,0.02,0,
11638,2200617,57328,36,1,0,12,2,0.04,134.42,0,0,
11639,2200780,57328,22,1,0,12,2,1.58,197.1,0,0,
11640,2201130,57328,41,0,1,12,8,1.07,178.36,0,0,
11641,2201258,29941,44,0,0,1,5,1.39,60.32,0.19,1,
11642,2201459,29941,47,1,0,6,3,1.33,85.86,0.02,0,
11643,2201604,29941,58,0,0,6,3,1.23,136.74,0.41,1,
11644,2201637,29941,39,0,1,12,5,0.79,149.99,0.05,0,
11645,2201761,57328,41,0,0,6,2,1.29,63.75,0.37,1,
11646,2201935,29941,40,0,1,6,5,1.72,187.6666667,0.13,0,
11647,2201949,57328,32,1,0,12,6,2.21,197.8,0,0,
11648,2201999,29941,46,1,0,1,3,1.34,9.4,0.42,1,
11649,2202095,57328,35,0,1,12,3,2.38,202.6666667,0.1,0,
11650,2202113,29941,30,0,0,6,5,2.38,173.4,0,0,
11651,2202152,29941,51,0,0,12,3,1.29,203.84,0.36,1,
11652,2202331,29941,42,0,0,6,2,0.55,109.27,0.16,1,
11653,2202338,57328,38,1,0,6,5,0.75,259.3333333,0,0,
11654,2202393,57328,28,0,1,12,2,0.98,108.12,0.03,0,
11655,2202719,29941,25,0,1,12,3,2.34,234.6666667,0.22,0,
11656,2203038,29941,45,1,0,1,6,0.17,119.6,0,0,
11657,2203156,57328,23,0,1,6,15,2.03,209,0.25,0,
11658,2203203,57328,81,1,1,12,2,2.35,244,0.01,0,
11659,2203237,29941,39,1,1,1,2,0.93,177.65,0.36,1,
11660,2203479,57328,43,0,1,12,3,2.44,155.04,0.06,0,
11661,2203508,57328,34,0,1,12,1,3.14,97.2,0.03,0,
11662,2203593,57328,28,0,1,6,4,2.9,171.6,0.27,0,
11663,2203627,57328,41,1,0,1,8,1.15,201.6,0.07,0,
11664,2203669,33726,47,1,1,1,2,0.22,80.56,0,1,
11665,2203729,57328,79,1,0,1,3,2.67,197.6,0.18,0,
11666,2203983,57328,35,0,1,1,7,0.79,217.6666667,0.02,0,
11667,2203986,57328,43,1,0,1,2,1.41,148.95,0.17,0,
11668,2204033,29941,31,1,0,6,5,1.96,242.4,0.12,0,
11669,2204220,29941,47,1,0,1,7,0.97,272,0,0,
11670,2204404,57328,44,1,0,12,4,3.21,227.46,0.41,0,
11671,2204466,57328,34,1,0,12,3,2.05,243.6666667,0,0,
11672,2204529,29941,54,1,1,1,2,1.36,162.71,0.31,1,
11673,2204728,29941,32,1,0,12,4,1.67,241.6666667,0.29,0,
11674,2204797,57328,76,1,0,12,3,1.34,120.83,0.11,0,
11675,2204836,57328,35,0,1,12,4,1.25,218.3333333,0.11,0,
11676,2204877,57328,44,1,1,1,2,1.91,77.28,0.36,1,
11677,2204884,29941,63,0,0,6,4,1.58,145.36,0.45,1,
11678,2204904,57328,39,1,0,12,10,1.47,112.98,0.18,0,
11679,2204919,29941,37,0,0,1,4,1.67,121.98,0.35,1,
11680,2205511,29941,67,1,1,12,6,1.52,197.3333333,0.13,0,
11681,2205835,57328,31,0,0,12,1,1.57,260,0,0,
11682,2205848,57328,33,1,0,12,4,0.19,128.14,0,0,
11683,2205883,33726,23,0,0,12,1,1.57,65.5,0.21,1,
11684,2205897,29941,43,0,1,1,3,3.22,164.64,0.23,0,
11685,2206074,57328,40,1,1,1,5,1.78,222,0.39,1,
11686,2206154,57328,48,1,0,1,5,0,233.3333333,0,0,
11687,2206329,29941,32,1,0,12,6,2.64,221.3333333,0.04,0,
11688,2206450,57328,38,0,1,1,6,1.69,169.3333333,0,0,
11689,2206577,57328,53,0,1,12,6,1.39,188.19,0.17,0,
11690,2206750,29941,31,1,0,12,6,0.76,126,0,0,
11691,2206808,29941,30,1,1,1,3,0.84,197.5,0.27,1,
11692,2206933,29941,49,0,0,12,2,1.91,70.5,0.18,1,
11693,2207130,57328,50,1,0,12,6,0.89,115.92,0,0,
11694,2207235,29941,56,0,0,1,2,0,203.32,0,1,
11695,2207422,33726,39,1,1,1,2,1.58,226.31,0.14,1,
11696,2207442,29941,53,1,1,1,3,0.75,196.56,0.21,1,
11697,2207497,33726,39,0,0,1,3,1.17,238.56,0.04,1,
11698,2207584,29941,44,1,0,1,4,1.8,169.6666667,0.19,0,
11699,2207774,29941,30,1,0,12,5,1.22,149.5,0,0,
11700,2208383,29941,32,0,1,6,3,0.28,221.6666667,0,0,
11701,2208451,29941,29,0,1,12,3,0.63,235,0,0,
11702,2208726,29941,35,1,0,6,10,3.1,191,0.24,0,
11703,2208788,29941,50,1,1,1,1,1.64,33,0.18,1,
11704,2209236,29941,39,0,0,1,3,1.02,68.2,0,1,
11705,2209432,57328,61,1,1,12,1,0.69,136.4,0.18,1,
11706,2209446,29941,56,0,0,1,2,0.47,163.35,0.14,1,
11707,2209792,57328,30,0,1,12,7,2.82,230,0.31,0,
11708,2209909,57328,26,1,0,1,5,1.73,144.55,0.07,0,
11709,2210055,29941,30,0,0,1,4,1.03,121.44,0.23,1,
11710,2210065,57328,40,0,0,12,8,2.64,120.87,0.18,0,
11711,2210101,57328,49,1,0,1,3,1.94,137.76,0.07,0,
11712,2210246,57328,39,0,1,1,4,4.35,231,0.26,0,
11713,2210257,29941,59,0,0,1,3,0.71,200.9,0.16,1,
11714,2210588,57328,29,1,1,12,3,0.31,232.74,0.01,0,
11715,2210603,57328,63,0,1,12,3,2,232.14,0.02,0,
11716,2210604,57328,36,0,1,12,8,1.75,119.5,0.08,0,
11717,2210610,29941,40,0,1,1,6,1.55,239.2,0.06,0,
11718,2210735,29941,25,0,0,1,5,0.67,149,0.18,1,
11719,2211053,29941,36,0,1,12,9,1.27,237.6666667,0.11,0,
11720,2211254,29941,35,1,0,1,5,3.58,265.3333333,0.19,0,
11721,2211383,29941,40,0,1,12,6,1.14,236,0,0,
11722,2211571,29941,33,1,1,1,6,1.14,207.23,0.31,1,
11723,2211640,29941,33,1,0,12,4,1.65,211.3333333,0.08,0,
11724,2211658,57328,39,1,0,6,7,1.56,254.8,0.09,0,
11725,2211682,29941,38,1,0,12,4,0.73,140.25,0,0,
11726,2211707,29941,42,1,0,1,3,1.03,222.3333333,0.08,0,
11727,2211844,57328,59,0,0,12,2,1.99,143.52,0.49,1,
11728,2211928,57328,30,0,0,12,4,1.54,198.6666667,0.08,0,
11729,2211971,29941,30,0,1,12,9,1.64,243.6666667,0.19,0,
11730,2212014,57328,29,0,1,12,5,2.66,261.6666667,0.02,0,
11731,2212079,29941,35,0,1,6,8,1.52,162.3333333,0.25,0,
11732,2212290,29941,30,1,0,6,5,2.1,200.6666667,0.21,0,
11733,2212368,57328,39,0,1,1,10,1.14,273.17,0,0,
11734,2212381,29941,36,1,1,1,2,1.09,128.78,0.36,1,
11735,2212549,57328,35,1,0,6,3,1.45,103.05,0.1,0,
11736,2212591,29941,42,1,0,12,2,0.73,89.04,0.08,0,
11737,2212732,57328,34,1,0,6,4,0.28,193.3333333,0,0,
11738,2212813,57328,31,0,1,12,5,1.26,261.6666667,0.1,0,
11739,2212909,29941,55,1,1,1,5,1.08,18.49,0.26,1,
11740,2213133,33726,43,0,1,12,10,2.11,129.8,0.12,0,
11741,2213191,29941,39,0,0,6,8,1.24,235,0.2,0,
11742,2213651,57328,30,1,0,6,5,2.09,250.71,0.07,0,
11743,2213764,57328,39,0,0,1,2,1.32,107.8,0.35,1,
11744,2214055,57328,39,0,1,12,8,0.78,113.88,0,0,
11745,2214142,57328,35,0,1,6,2,1.73,185.12,0,0,
11746,2214537,29941,40,1,0,12,8,1.63,121.26,0.04,0,
11747,2214899,57328,35,1,0,12,3,3.35,204,0.11,0,
11748,2214923,29941,41,1,1,1,3,0.77,186.66,0.31,1,
11749,2214973,57328,47,1,0,12,3,0.99,104.72,0.06,1,
11750,2214998,57328,31,1,0,12,3,3.1,101.4,0.27,0,
11751,2215189,29941,48,1,1,12,5,1.36,153.36,0.51,1,
11752,2215377,29941,45,0,1,12,3,1.91,192,0.2,0,
11753,2215643,57328,22,1,0,12,3,1.13,164.15,0.1,0,
11754,2215934,57328,31,1,0,12,5,1.67,280.8,0,0,
11755,2215952,29941,46,1,1,1,2,0.69,44.08,0.12,1,
11756,2215999,29941,38,1,0,1,11,1.02,213.3333333,0,0,
11757,2216054,57328,38,0,1,6,10,2.6,250.6666667,0.13,0,
11758,2216119,29941,37,0,1,1,3,2.14,207.6666667,0.24,0,
11759,2216330,29941,27,0,0,6,5,0.53,204.36,0,0,
11760,2216345,29941,53,0,0,1,6,0.62,83.6,0.1,1,
11761,2216917,29941,26,0,1,12,6,1.56,232,0.18,0,
11762,2217000,57328,38,1,0,12,9,2.35,246.6666667,0.21,0,
11763,2217042,29941,44,0,1,12,3,0.97,241.6666667,0.08,0,
11764,2217374,57328,29,0,0,12,2,0,133.03,0,0,
11765,2217412,57328,21,1,0,1,3,1.58,187.04,0.09,0,
11766,2218091,29941,56,1,1,1,3,0.77,30.8,0.12,1,
11767,2218272,29941,43,0,1,12,3,1.96,214.65,0,0,
11768,2218318,57328,35,1,0,1,3,3.08,149.99,0.23,0,
11769,2218405,29941,34,1,1,1,4,1.14,117.6,0.27,1,
11770,2218408,29941,46,0,0,12,3,2.01,242,0,0,
11771,2218578,57328,32,1,0,12,3,3.35,237.3333333,0.11,0,
11772,2218693,57328,40,0,1,12,9,2.61,185.5,0.12,0,
11773,2218710,57328,35,1,0,12,5,1.84,142.5,0,0,
11774,2218712,29941,34,0,1,1,4,0.13,267.3333333,0,0,
11775,2218879,57328,26,1,0,1,4,1.87,144.04,0.03,0,
11776,2218928,29941,36,1,1,1,4,0.62,292.2,0.16,1,
11777,2218936,57328,32,0,1,1,6,2.12,227.3333333,0.13,0,
11778,2219034,29941,45,0,1,1,2,1.93,219.3333333,0,0,
11779,2219109,57328,34,1,0,1,4,0.94,86.5,0,0,
11780,2219199,29941,29,1,0,12,2,1.09,199,0.06,0,
11781,2219342,57328,26,0,1,6,2,2.66,137.71,0,0,
11782,2219552,57328,33,1,0,12,5,1.04,217.28,0.08,0,
11783,2219712,57328,37,0,1,1,5,1.76,197.6666667,0.1,0,
11784,2219725,29941,31,0,1,1,3,1.24,162.5,0.12,0,
11785,2219742,29941,32,1,0,1,3,0.55,255,0,0,
11786,2219809,29941,47,1,1,12,2,0.59,19.74,0.12,1,
11787,2219901,29941,36,0,0,1,2,0,83.52,0,1,
11788,2219951,57328,19,1,0,12,3,1.98,153.5,0.24,0,
11789,2219979,29941,28,1,0,12,5,2.59,263.3333333,0.3,0,
11790,2220067,29941,58,1,0,1,2,2.56,161.6666667,0.1,0,
11791,2220225,57328,30,1,0,12,4,1.8,70.56,0.08,0,
11792,2220277,29941,35,0,1,12,5,0.86,176.3333333,0,0,
11793,2220430,57328,36,1,0,1,4,0.58,256.3,0,0,
11794,2220675,29941,41,0,1,6,9,1.17,113.36,0.12,0,
11795,2220736,29941,58,0,1,6,2,3.4,241,0.1,0,
11796,2220772,57328,34,1,0,1,3,0.05,216.3333333,0,0,
11797,2220961,57328,23,1,0,12,3,0.75,240.3333333,0.05,0,
11798,2221119,57328,28,0,1,12,7,2.19,109.56,0,0,
11799,2221144,57328,34,1,0,12,3,2.22,229.3333333,0.2,0,
11800,2221235,33726,37,1,1,1,2,0.91,86.01,0.05,1,
11801,2221301,29941,39,1,1,12,10,1.98,225.6666667,0.07,0,
11802,2221346,29941,30,0,1,6,6,2.18,82.8,0.21,0,
11803,2221555,57328,28,1,0,6,2,1.64,234,0.15,0,
11804,2221571,29941,32,1,0,12,4,2.54,204.6666667,0.47,0,
11805,2221770,57328,30,1,0,12,7,1.46,240.6666667,0.15,0,
11806,2221853,29941,33,1,1,1,3,0.3,110.76,0.07,1,
11807,2221854,29941,29,1,0,6,6,4.06,233.3333333,0.42,0,
11808,2222020,29941,36,1,0,1,3,1.44,106.72,0.37,1,
11809,2222120,57328,41,1,0,12,3,1.57,198.3333333,0.01,0,
11810,2222160,29941,51,0,0,1,4,1.48,159.53,0.65,1,
11811,2222215,57328,22,0,1,6,3,2.26,193.06,0.03,0,
11812,2222398,29941,26,0,1,6,10,0.33,118.68,0,0,
11813,2222571,57328,60,1,1,12,5,0.81,184,0.02,0,
11814,2222657,29941,28,0,1,12,4,1.58,236.3333333,0.1,0,
11815,2222836,29941,24,0,1,12,2,0,169.12,0,0,
11816,2222842,57328,32,0,1,6,4,2.75,195.6666667,0.13,0,
11817,2222867,57328,26,0,1,12,2,2.76,118.58,0.2,0,
11818,2222927,29941,41,0,0,12,4,0.92,174.64,0.33,1,
11819,2222997,29941,39,1,0,6,8,1.96,246,0.23,0,
11820,2223164,57328,38,0,1,6,3,0.76,224.3333333,0.01,0,
11821,2223168,57328,48,0,1,1,5,0.45,151.74,0.07,1,
11822,2223596,29941,23,1,0,1,7,2.84,233.2,0.05,0,
11823,2223634,57328,40,1,0,12,2,0.98,193.6666667,0.03,0,
11824,2223693,29941,37,0,0,1,4,0.56,155.57,0.13,1,
11825,2223898,29941,48,1,0,1,4,1.76,244.8,0.53,1,
11826,2223941,29941,33,0,1,12,5,2.11,272.3333333,0.3,0,
11827,2224016,57328,39,0,1,6,2,1.4,239.6666667,0.06,0,
11828,2224269,33726,51,1,1,12,2,1.01,79.38,0,1,
11829,2224271,29941,34,0,1,1,2,1.96,213.15,0.19,0,
11830,2224422,29941,48,1,0,1,5,2.2,205.3333333,0.06,0,
11831,2224534,57328,36,0,1,12,6,2.83,197.08,0.16,0,
11832,2224738,29941,37,0,1,12,4,0.6,99.44,0.05,0,
11833,2224811,57328,47,0,1,12,9,1.76,145.92,0.11,0,
11834,2224825,57328,39,0,1,6,4,2.23,244.3333333,0.11,0,
11835,2225017,57328,72,1,0,12,3,1.01,200.1,0,0,
11836,2225084,29941,36,0,1,12,3,1.91,238.3333333,0.29,0,
11837,2225310,57328,38,0,1,1,1,1.21,152.76,0.04,0,
11838,2225327,57328,36,0,1,1,5,1.51,182.85,0.2,0,
11839,2225355,57328,31,1,0,1,5,2.39,244.6666667,0.05,0,
11840,2225494,29941,38,0,1,12,3,2.53,196.6666667,0.28,0,
11841,2225587,57328,37,0,1,1,2,0.78,211,0,0,
11842,2225863,57328,23,0,0,12,5,1.71,211.3333333,0.2,0,
11843,2226196,29941,47,1,0,6,6,1.82,155.29,0.26,0,
11844,2226366,65232,37,1,1,12,5,0.77,112.29,0.12,1,
11845,2226499,29941,31,1,0,12,4,0.68,146.72,0.02,0,
11846,2226530,57328,33,1,0,6,5,2.29,136.77,0.08,0,
11847,2226545,29941,39,1,1,1,5,0.91,45.36,0.03,1,
11848,2226612,29941,22,1,0,6,4,3.48,194.3333333,0.36,0,
11849,2226651,57328,39,1,0,12,5,1.93,205,0.02,0,
11850,2226781,57328,39,1,0,6,5,3.15,283.3333333,0.36,0,
11851,2226794,29941,36,1,0,6,5,1.82,250,0.05,0,
11852,2226831,57328,42,0,1,6,7,1.07,193.3333333,0.09,0,
11853,2226894,57328,42,1,0,1,2,1.01,231.6666667,0.02,0,
11854,2226942,57328,78,1,0,6,3,1.71,236,0,0,
11855,2227009,29941,32,1,0,6,8,1.71,147.36,0.03,0,
11856,2227377,57328,35,0,1,1,3,3.03,225.93,0.23,0,
11857,2227381,29941,32,1,1,1,3,0,164.68,0,1,
11858,2227422,29941,35,1,0,12,2,1.49,188.24,0.17,0,
11859,2227425,57328,25,0,1,12,6,1.78,176.8,0.15,0,
11860,2227890,57328,41,0,1,12,6,0,127.68,0,0,
11861,2227944,57328,31,1,0,12,4,0.48,183.6666667,0.04,0,
11862,2227962,29941,48,1,0,1,2,1.91,203.49,0.07,0,
11863,2228197,29941,38,0,0,1,2,0.4,143.22,0.18,1,
11864,2228437,57328,28,1,0,12,7,1.67,168.3,0.05,0,
11865,2228571,29941,50,1,1,1,2,1.77,8.4,0.14,1,
11866,2228701,29941,42,1,1,1,3,1.54,196.5,0.58,1,
11867,2228724,57328,23,0,1,6,5,1.33,179.52,0.12,0,
11868,2228738,29941,31,0,1,1,6,0.57,191.6666667,0,0,
11869,2228853,29941,45,0,0,1,4,0.8,130.68,0.23,1,
11870,2228870,29941,37,1,0,12,4,2.52,124.12,0.01,0,
11871,2228982,57328,31,0,1,12,6,2.82,232,0.13,0,
11872,2229060,57328,21,1,0,12,3,2.39,197.3333333,0.08,0,
11873,2229244,57328,29,1,0,12,1,3.04,216.3,0.28,0,
11874,2229299,57328,30,1,0,12,2,1.14,196,0.11,0,
11875,2229440,57328,39,1,0,12,2,1.39,153.4,0.18,0,
11876,2229531,29941,33,1,0,12,10,1.11,140,0,0,
11877,2229666,57328,57,1,1,6,6,0.91,114.4,0.24,1,
11878,2229697,57328,33,0,1,12,2,1.53,234.98,0.09,0,
11879,2229857,57328,18,1,0,6,7,1.99,233.3333333,0.31,0,
11880,2229928,29941,58,0,0,12,2,0.34,80.36,0.03,1,
11881,2229946,33726,39,0,0,12,2,1.34,32.45,0.1,1,
11882,2230202,29941,53,1,1,1,2,0.99,161.68,0.23,1,
11883,2230416,57328,16,0,1,12,7,2.25,209,0,0,
11884,2230515,29941,51,1,1,1,2,1.07,241.08,0.34,1,
11885,2230669,29941,30,0,1,1,6,1.2,147.84,0.06,0,
11886,2230826,29941,46,0,0,1,3,0.94,125.28,0.36,1,
11887,2230894,29941,36,0,1,6,2,2.78,205.6666667,0.18,0,
11888,2230896,29941,41,0,1,12,4,1.56,144,0.04,0,
11889,2230906,29941,41,0,1,6,8,1.72,283.3333333,0.2,0,
11890,2230908,57328,32,1,0,1,5,1.25,138.72,0,0,
11891,2230927,29941,43,1,0,1,6,2.08,194.53,0.25,0,
11892,2230997,29941,50,1,1,6,2,0.9,166.95,0.22,1,
11893,2231166,57328,24,0,1,12,5,1.11,190.3,0.06,0,
11894,2231284,29941,36,0,1,1,6,1.88,106.22,0.21,0,
11895,2231476,57328,46,1,0,12,3,1.74,241.36,0.17,0,
11896,2231477,29941,24,0,1,12,5,1.84,119.6,0,0,
11897,2231517,29941,26,0,1,1,1,2.12,232.3333333,0.16,0,
11898,2231597,57328,36,0,1,12,11,3.36,159.84,0.37,0,
11899,2231621,57328,34,1,0,12,3,3.27,168.75,0.4,0,
11900,2231728,29941,41,1,1,1,3,0.57,89.6,0.13,1,
11901,2231841,29941,24,0,1,12,7,2.41,203.6666667,0.11,0,
11902,2232007,57328,42,0,0,1,2,1.44,162,0.29,1,
11903,2232043,57328,28,0,1,6,4,1.52,220.3333333,0,0,
11904,2232398,57328,37,0,1,12,2,2.36,188,0.03,0,
11905,2232478,29941,39,0,1,12,2,0.92,183,0,0,
11906,2232573,57328,38,1,0,1,2,2.64,218.3333333,0.11,0,
11907,2232937,29941,47,1,0,12,3,0.9,94.5,0.1,1,
11908,2232972,57328,38,1,0,1,3,1.06,191.4,0.06,0,
11909,2233003,29941,39,0,1,1,10,1.04,188.5,0.04,0,
11910,2233005,29941,35,0,1,6,3,1.21,145.23,0.03,0,
11911,2233040,29941,51,0,0,12,6,1.08,98.55,0.21,1,
11912,2233232,33726,31,0,1,1,5,1.24,261,0.01,0,
11913,2233233,29941,55,0,0,1,6,1.06,9.4,0.18,1,
11914,2233372,29941,57,0,1,1,6,3.48,217.6666667,0.13,0,
11915,2233415,57328,31,1,0,12,4,1.25,283.3333333,0,0,
11916,2233567,33726,32,1,1,1,3,1.86,117.12,0.14,1,
11917,2233577,29941,61,1,0,12,6,2.46,215,0.16,0,
11918,2233707,29941,29,1,0,1,3,1.84,145.23,0,0,
11919,2234284,29941,43,0,0,6,2,2.23,135.6,0.55,1,
11920,2234328,29941,37,1,0,1,7,1.35,250.6666667,0,0,
11921,2234918,29941,59,0,0,12,5,1.1,75.99,0.13,1,
11922,2235086,29941,38,0,1,1,3,3.37,140.53,0,0,
11923,2235341,57328,30,0,1,6,8,0.89,188.58,0.06,0,
11924,2235490,29941,36,1,1,1,2,0.23,143.35,0.08,1,
11925,2235532,29941,49,0,0,1,6,1.85,242.4,0.18,0,
11926,2235563,29941,29,1,0,1,3,2.79,163.71,0.22,0,
11927,2235660,29941,48,0,0,6,4,1.27,203.3333333,0,0,
11928,2235754,57328,27,1,0,6,4,1.94,243,0.24,0,
11929,2235986,29941,69,1,0,6,11,1.09,225.3333333,0.09,0,
11930,2236118,29941,29,0,1,1,2,1.9,228,0.22,0,
11931,2236124,57328,35,0,1,12,5,1.88,185.76,0.21,0,
11932,2236163,57328,24,1,0,6,3,2.27,100.36,0.02,0,
11933,2236532,57328,34,1,0,1,3,1.7,258,0.12,0,
11934,2236546,29941,42,0,1,6,4,2.31,144.76,0,0,
11935,2236566,29941,48,1,0,12,6,1.37,280.8,0.21,1,
11936,2236815,29941,21,1,0,6,6,1.35,177.27,0.17,0,
11937,2236816,29941,43,1,0,1,13,1.33,215.11,0.01,0,
11938,2237052,57328,32,0,1,12,6,3.27,208.08,0.05,0,
11939,2237156,57328,37,0,1,12,4,0.59,131.57,0,0,
11940,2237298,57328,35,1,0,12,1,2.68,199,0,0,
11941,2237374,29941,40,1,0,1,13,0.98,223.6666667,0,0,
11942,2237385,29941,39,0,1,12,4,0.23,101.5,0.02,0,
11943,2237442,57328,27,1,0,6,3,0.99,247.86,0.02,0,
11944,2237447,29941,30,1,1,1,2,0.77,163.56,0.34,1,
11945,2237588,57328,43,1,0,12,7,3.3,161.65,0.19,0,
11946,2237679,29941,49,1,1,1,4,0.18,115.14,0.06,1,
11947,2237691,57328,35,0,1,1,5,1.19,168.07,0.09,0,
11948,2237854,57328,43,1,0,12,8,2.17,200.69,0.23,0,
11949,2238086,29941,28,0,1,12,9,1.66,223.6666667,0.07,0,
11950,2238109,57328,66,1,0,1,5,2.69,273.78,0,0,
11951,2238403,29941,32,0,0,12,6,1.2,96.76,0,0,
11952,2238459,57328,21,1,0,12,4,0.66,237.3333333,0.07,0,
11953,2238500,29941,27,1,0,1,1,2.7,227.34,0.17,0,
11954,2238553,57328,42,0,1,6,5,2.13,251.6666667,0,0,
11955,2238581,57328,52,0,1,6,11,1.7,204.3333333,0.25,0,
11956,2238594,29941,27,1,0,1,4,2.31,122.74,0.01,0,
11957,2238667,29941,77,1,0,12,3,1.03,204.6666667,0.03,0,
11958,2238770,29941,32,0,1,1,2,1.24,135.5,0.11,1,
11959,2238850,29941,38,0,1,12,11,2.04,267.3333333,0.12,0,
11960,2239034,29941,45,0,1,6,3,0.91,176.73,0.03,0,
11961,2239061,57328,31,0,0,12,2,2.43,118.8,0,0,
11962,2239171,57328,39,0,1,12,2,1.77,249.3333333,0.07,0,
11963,2239212,57328,31,0,1,12,6,1.77,265,0.11,0,
11964,2239326,57328,25,0,1,12,6,1.27,92.8,0.08,0,
11965,2239363,29941,55,0,1,12,6,0.89,193.8,0,0,
11966,2239432,29941,49,0,0,1,5,1.39,131.5,0.35,1,
11967,2239530,29941,62,0,0,12,5,1.56,55.46,0.06,1,
11968,2239755,57328,36,1,0,6,10,1.4,158.76,0.14,0,
11969,2239965,29941,24,1,0,12,3,1.94,147.5,0.03,0,
11970,2240062,57328,44,0,1,12,10,1.91,187.22,0.05,0,
11971,2240089,57328,34,1,0,12,2,2.56,183,0.26,0,
11972,2240431,29941,40,1,1,1,2,0.9,55.86,0.04,1,
11973,2240621,29941,42,0,1,12,4,0.36,163.59,0,0,
11974,2240676,29941,38,1,0,12,4,2.8,159.6666667,0.39,0,
11975,2240723,29941,64,1,1,12,2,3.65,172.6666667,0.19,0,
11976,2240900,57328,34,1,0,1,5,2.43,236.64,0.19,0,
11977,2240932,33726,55,1,1,12,3,1.24,139.2,0.23,1,
11978,2241025,33726,38,0,1,1,3,1.11,44.72,0.38,1,
11979,2241690,57328,26,1,1,1,4,1.97,161.7,0.2,0,
11980,2241901,57328,39,1,0,6,8,4.18,156.86,0,0,
11981,2242084,57328,40,1,0,6,6,2.58,249,0.22,0,
11982,2242322,65232,37,1,1,1,2,0,101.36,0,1,
11983,2242532,57328,43,0,1,12,12,0.58,230,0.03,0,
11984,2242564,29941,30,1,0,1,2,1.97,271,0.14,0,
11985,2242676,65232,52,1,1,1,5,0.5,141.6,0.09,1,
11986,2242998,29941,43,0,0,1,1,1.38,101.76,0.37,1,
11987,2243036,29941,29,1,0,1,9,0,172.38,0,0,
11988,2243051,29941,37,1,0,1,8,1.6,187.2,0.16,0,
11989,2243193,29941,41,1,0,1,4,0.2,182.77,0.01,0,
11990,2243506,29941,49,0,0,1,3,1.68,71.34,0.53,1,
